welc_resp.keys,welc_resp.rt,intr0_resp.keys,intr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.462,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,15,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.493,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,9,1,179,J,s,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.562,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,22,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.562,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,19,1,179,o,b,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.559,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,2,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.48,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,12,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.71,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,27,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.528,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,14,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.461,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,8,1,179,s,J,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.428,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,0,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.462,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,7,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.529,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,25,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.542,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,18,1,179,b,o,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.495,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,4,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.529,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,24,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.546,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,12,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.543,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,1,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.562,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,14,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.511,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,3,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.645,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,8,1,179,s,J,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.478,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,29,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.476,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,19,1,179,o,b,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.495,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,28,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.492,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,6,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.428,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,9,1,179,J,s,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.51,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,15,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.545,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,2,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.41,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,5,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.61,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,26,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.545,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,11,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.495,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,10,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,0,0.526,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,17,1,179,b,o,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,0,0.495,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,27,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.528,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,23,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.378,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,21,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.361,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,22,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.493,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,13,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,c,1,0.445,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,20,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,m,1,0.512,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,space,2.239,space,16.737,m,0.646,2,0,92,29,1,91,b,J,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.243,2,0,92,33,1,91,V,J,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.062,2,0,92,40,1,91,o,W,c,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.011,2,0,92,38,1,91,o,V,C,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.129,2,0,92,11,1,91,s,b,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.278,2,0,92,44,1,91,b,W,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.096,2,0,92,22,1,91,J,o,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.244,2,0,92,17,1,91,V,s,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.244,2,0,92,19,1,91,s,W,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.094,2,0,92,6,1,91,s,o,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,37,1,91,W,J,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,18,1,91,s,W,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.211,2,0,92,2,1,91,o,b,C,D,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.262,2,0,92,10,1,91,s,b,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.028,2,0,92,25,1,91,o,J,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.227,2,0,92,21,1,91,W,s,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.06,2,0,92,7,1,91,s,o,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,27,1,91,J,b,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,14,1,91,s,V,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.209,2,0,92,9,1,91,o,s,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,31,1,91,J,V,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.045,2,0,92,34,1,91,J,W,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.143,2,0,92,36,1,91,W,J,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,42,1,91,b,V,d,e,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,28,1,91,b,J,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.227,2,0,92,30,1,91,J,V,B,E,,m,,
