welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,1,0.564,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,9,1,179,R,k,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,m,1,0.58,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,8,1,179,k,R,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,0,0.446,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,7,1,179,R,k,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,1,0.445,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,11,1,179,c,i,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,1,0.462,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,10,1,179,c,i,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,0,0.581,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,6,1,179,R,k,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,1,0.613,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,28,1,179,n,M,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,1,0.43,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,29,1,179,n,M,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,0,0.663,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,26,1,179,M,n,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_17h34.11.885,Probabilistic Learning,3.1.0,60,,,,,c,1,0.612,1,0,6,3,1,5,hiragana4.xlsx,hiragana41.xlsx,6,0,180,2,1,179,k,R,c,c,,,,,,,,,,,,,,,,,,,,,,
