welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.397,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,8,1,179,Q,B,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.364,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,3,1,179,Q,B,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.364,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,5,1,179,B,Q,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.497,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,27,1,179,j,S,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.514,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,11,1,179,h,G,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.447,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,4,1,179,B,Q,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.364,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,0,1,179,Q,B,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.38,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,12,1,179,h,G,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.379,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,20,1,179,j,S,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,0,0.412,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,28,1,179,S,j,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.414,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,14,1,179,G,h,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.413,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,24,1,179,S,j,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.414,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,22,1,179,j,S,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.397,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,26,1,179,j,S,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.36,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,27,1,179,j,S,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.379,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,12,1,179,h,G,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.348,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,10,1,179,h,G,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.329,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,19,1,179,h,G,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,0,0.347,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,17,1,179,G,h,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.312,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,13,1,179,h,G,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.529,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,20,1,179,j,S,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,0,0.362,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,9,1,179,B,Q,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.38,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,2,1,179,Q,B,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.365,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,23,1,179,S,j,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.381,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,1,1,179,Q,B,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.414,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,22,1,179,j,S,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.365,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,8,1,179,Q,B,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.379,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,5,1,179,B,Q,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.38,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,24,1,179,S,j,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.395,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,15,1,179,G,h,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.347,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,26,1,179,j,S,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.364,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,16,1,179,G,h,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,0,0.362,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,18,1,179,G,h,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.331,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,11,1,179,h,G,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,0,0.362,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,28,1,179,S,j,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.362,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,25,1,179,S,j,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.347,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,4,1,179,B,Q,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.413,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,3,1,179,Q,B,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.414,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,21,1,179,j,S,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,0,0.348,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,29,1,179,S,j,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,1,0.313,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,0,1,179,Q,B,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.378,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,7,1,179,B,Q,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,c,0,0.297,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,6,0,180,6,1,179,B,Q,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,m,1,0.462,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,space,0.627,space,0.474,m,0.413,2,0,92,1,1,91,B,Q,B,A,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.197,2,0,92,38,1,91,h,j,C,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,44,1,91,G,S,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.198,2,0,92,10,1,91,Q,G,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.195,2,0,92,30,1,91,B,j,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.03,2,0,92,5,1,91,S,j,F,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.313,2,0,92,34,1,91,B,S,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,2,1,91,h,G,C,D,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,43,1,91,j,G,e,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.23,2,0,92,4,1,91,j,S,E,F,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.114,2,0,92,7,1,91,Q,h,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,18,1,91,Q,S,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.347,2,0,92,42,1,91,G,j,d,e,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.265,2,0,92,29,1,91,G,B,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,25,1,91,h,B,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.229,2,0,92,27,1,91,B,G,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.196,2,0,92,9,1,91,h,Q,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.079,2,0,92,13,1,91,G,Q,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.197,2,0,92,35,1,91,B,S,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.362,2,0,92,20,1,91,S,Q,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.33,2,0,92,16,1,91,j,Q,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.181,2,0,92,28,1,91,G,B,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,33,1,91,j,B,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.329,2,0,92,17,1,91,j,Q,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,c,0.228,2,0,92,37,1,91,S,B,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_19h05.03.611,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,4,1,5,hiragana5.xlsx,hiragana51.xlsx,,,,,,,,,,,,,,,,,m,0.012,2,0,92,41,1,91,S,h,f,c,,,,
