welc_resp.keys,welc_resp.rt,intr0_resp.keys,intr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,Participant ID*,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,letterset3,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,resp.rt,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,check_resp.keys,check_resp.rt,learnt_resp.keys,learnt_resp.rt,checks.thisRepN,checks.thisTrialN,checks.thisN,checks.thisIndex,checks.ran,checks.order,question,learnt_letters,numbers,outro_resp2.keys,outro_resp2.rt,test_resp.rt
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,19,1,91,l21.jpg,l26.jpg,A,F,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,16,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,9,1,91,l23.jpg,l21.jpg,C,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,2,1,91,l23.jpg,l24.jpg,C,D,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,27,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,33,1,91,l25.jpg,l22.jpg,E,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,25,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,22,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,29,1,91,l24.jpg,l22.jpg,D,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,4,1,91,l25.jpg,l26.jpg,E,F,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,13,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,40,1,91,l23.jpg,l26.jpg,c,f,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,6,1,91,l21.jpg,l23.jpg,A,C,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,27,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,14,1,91,l21.jpg,l25.jpg,A,E,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,25,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,0,1,91,l21.jpg,l22.jpg,A,B,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,33,1,91,l25.jpg,l22.jpg,E,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,8,1,91,l23.jpg,l21.jpg,C,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,11,1,91,l21.jpg,l24.jpg,A,D,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,22,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,37,1,91,l26.jpg,l22.jpg,F,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,24,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,42,1,91,l24.jpg,l25.jpg,d,e,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,21,1,91,l26.jpg,l21.jpg,F,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,18,1,91,l21.jpg,l26.jpg,A,F,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,1,1,91,l22.jpg,l21.jpg,B,A,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,29,1,91,l24.jpg,l22.jpg,D,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,31,1,91,l22.jpg,l25.jpg,B,E,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,6,1,91,l21.jpg,l23.jpg,A,C,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,28,1,91,l24.jpg,l22.jpg,D,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,26,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,7,1,91,l21.jpg,l23.jpg,A,C,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,30,1,91,l22.jpg,l25.jpg,B,E,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,12,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,15,1,91,l21.jpg,l25.jpg,A,E,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,35,1,91,l22.jpg,l26.jpg,B,F,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,9,1,91,l23.jpg,l21.jpg,C,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,5,1,91,l26.jpg,l25.jpg,F,E,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,20,1,91,l26.jpg,l21.jpg,F,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,10,1,91,l21.jpg,l24.jpg,A,D,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,23,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,43,1,91,l25.jpg,l24.jpg,e,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,36,1,91,l26.jpg,l22.jpg,F,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,38,1,91,l23.jpg,l25.jpg,C,E,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,32,1,91,l25.jpg,l22.jpg,E,B,,c,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,39,1,91,l25.jpg,l23.jpg,e,c,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,4,1,91,l25.jpg,l26.jpg,E,F,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,16,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,44,1,91,l24.jpg,l26.jpg,d,f,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,17,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,34,1,91,l22.jpg,l26.jpg,B,F,,m,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,2,1,91,l23.jpg,l24.jpg,C,D,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,3,1,91,l24.jpg,l23.jpg,D,C,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,40,1,91,l23.jpg,l26.jpg,c,f,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,13,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,41,1,91,l26.jpg,l23.jpg,f,c,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,45,1,91,l26.jpg,l24.jpg,f,d,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,2,0,92,19,1,91,l21.jpg,l26.jpg,A,F,c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,121.877,6,10.47,1,0,2,0,1,1,Most Probable,Hselect3.jpg,Nselect3.jpg,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.376,1,0,2,1,1,1,Least Probable,Hselect3.jpg,Nselect3.jpg,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.712,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,space,0.741,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,6,1,179,l2.jpg,l1.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,20,1,179,l5.jpg,l6.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,9,1,179,l2.jpg,l1.jpg,c,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,23,1,179,l6.jpg,l5.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,13,1,179,l3.jpg,l4.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,19,1,179,l3.jpg,l4.jpg,m,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,24,1,179,l6.jpg,l5.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,5,1,179,l2.jpg,l1.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,22,1,179,l5.jpg,l6.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,18,1,179,l4.jpg,l3.jpg,c,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,27,1,179,l5.jpg,l6.jpg,m,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,7,1,179,l2.jpg,l1.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,10,1,179,l3.jpg,l4.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,14,1,179,l4.jpg,l3.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,4,1,179,l2.jpg,l1.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,26,1,179,l5.jpg,l6.jpg,m,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,11,2019-06-05_01h25.13.466,Probabilistic Learning,3.1.0,60,,,,,,0,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,hiragana12.xlsx,6,0,180,17,1,179,l4.jpg,l3.jpg,c,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
