welc_resp.keys,welc_resp.rt,intr0_resp.keys,intr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.03,2,0,92,36,1,91,L,a,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.146,2,0,92,45,1,91,L,d,f,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,13,1,91,d,A,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,33,1,91,I,a,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.197,2,0,92,10,1,91,A,d,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,1,1,91,a,A,B,A,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,26,1,91,a,d,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.247,2,0,92,28,1,91,d,a,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.097,2,0,92,37,1,91,L,a,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.113,2,0,92,9,1,91,O,A,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,21,1,91,L,A,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.179,2,0,92,34,1,91,a,L,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.247,2,0,92,23,1,91,a,O,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,43,1,91,I,d,e,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,29,1,91,d,a,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.114,2,0,92,30,1,91,a,I,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,12,1,91,d,A,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.197,2,0,92,35,1,91,a,L,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.147,2,0,92,44,1,91,d,L,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.197,2,0,92,22,1,91,a,O,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,18,1,91,A,L,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,4,1,91,I,L,E,F,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.164,2,0,92,34,1,91,a,L,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,10,1,91,A,d,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.198,2,0,92,20,1,91,L,A,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,39,1,91,I,O,e,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,43,1,91,I,d,e,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,11,1,91,A,d,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,1,1,91,a,A,B,A,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,22,1,91,a,O,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.231,2,0,92,35,1,91,a,L,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.114,2,0,92,14,1,91,A,I,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,24,1,91,O,a,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,15,1,91,A,I,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.063,2,0,92,8,1,91,O,A,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.147,2,0,92,32,1,91,I,a,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.262,2,0,92,29,1,91,d,a,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.197,2,0,92,37,1,91,L,a,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,2,1,91,O,d,C,D,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.062,2,0,92,30,1,91,a,I,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.163,2,0,92,19,1,91,A,L,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.147,2,0,92,41,1,91,L,O,f,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.248,2,0,92,31,1,91,a,I,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,42,1,91,d,I,d,e,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,12,1,91,d,A,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.13,2,0,92,45,1,91,L,d,f,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.08,2,0,92,21,1,91,L,A,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.314,2,0,92,3,1,91,d,O,D,C,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.13,2,0,92,16,1,91,I,A,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.063,2,0,92,25,1,91,O,a,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.146,2,0,92,26,1,91,a,d,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.195,2,0,92,27,1,91,a,d,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,0,1,91,A,a,A,B,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.195,2,0,92,9,1,91,O,A,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,17,1,91,I,A,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,40,1,91,O,L,c,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,23,1,91,a,O,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.046,2,0,92,33,1,91,I,a,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.195,2,0,92,13,1,91,d,A,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.097,2,0,92,36,1,91,L,a,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.231,2,0,92,5,1,91,L,I,F,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.28,2,0,92,44,1,91,d,L,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,38,1,91,O,I,C,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,28,1,91,d,a,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.197,2,0,92,7,1,91,A,O,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.179,2,0,92,6,1,91,A,O,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.161
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,space,2.68,m,1,0.428,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,15,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.395,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,5,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.395,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,2,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.363,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,14,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.477,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,25,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.463,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,11,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.381,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,27,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.347,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,7,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.38,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,1,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.445,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,22,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.348,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,21,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.347,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,20,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.532,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,0,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.428,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,16,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.448,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,6,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.347,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,3,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.463,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,12,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,0,0.497,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,26,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.547,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,13,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,1,0.429,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,10,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.397,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,24,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,1,0.363,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,23,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,0,0.445,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,8,1,179,s,J,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.33,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,29,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,0,0.329,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,4,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.414,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,9,1,179,J,s,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.497,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,17,1,179,b,o,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.479,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,18,1,179,b,o,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,m,0,0.412,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,28,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-27_15h13.40.574,Probabilistic Learning,3.1.0,60,,,,,c,0,0.465,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,19,1,179,o,b,m,,c,,,,,,,,,,,,,,,,,,,,,
