welc_resp.keys,welc_resp.rt,intr0_resp.keys,intr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,Participant ID*,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,letterset3,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,check_resp.keys,check_resp.rt,learnt_resp.keys,learnt_resp.rt,checks.thisRepN,checks.thisTrialN,checks.thisN,checks.thisIndex,checks.ran,checks.order,question,learnt_letters,numbers
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.147,2,0,92,14,1,91,l21.jpg,l25.jpg,A,E,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,45,1,91,l26.jpg,l24.jpg,f,d,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.215,2,0,92,44,1,91,l24.jpg,l26.jpg,d,f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,21,1,91,l26.jpg,l21.jpg,F,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.048,2,0,92,17,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.099,2,0,92,18,1,91,l21.jpg,l26.jpg,A,F,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.048,2,0,92,13,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,24,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,20,1,91,l26.jpg,l21.jpg,F,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.048,2,0,92,28,1,91,l24.jpg,l22.jpg,D,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.164,2,0,92,2,1,91,l23.jpg,l24.jpg,C,D,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.104,2,0,92,43,1,91,l25.jpg,l24.jpg,e,d,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.263,2,0,92,31,1,91,l22.jpg,l25.jpg,B,E,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.13,2,0,92,40,1,91,l23.jpg,l26.jpg,c,f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,39,1,91,l25.jpg,l23.jpg,e,c,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.262,2,0,92,11,1,91,l21.jpg,l24.jpg,A,D,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,27,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,5,1,91,l26.jpg,l25.jpg,F,E,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.013,2,0,92,1,1,91,l22.jpg,l21.jpg,B,A,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.114,2,0,92,8,1,91,l23.jpg,l21.jpg,C,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,32,1,91,l25.jpg,l22.jpg,E,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,35,1,91,l22.jpg,l26.jpg,B,F,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.097,2,0,92,16,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,42,1,91,l24.jpg,l25.jpg,d,e,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,3,1,91,l24.jpg,l23.jpg,D,C,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.096,2,0,92,12,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,26,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,15,1,91,l21.jpg,l25.jpg,A,E,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.196,2,0,92,7,1,91,l21.jpg,l23.jpg,A,C,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,9,1,91,l23.jpg,l21.jpg,C,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.146,2,0,92,23,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,4,1,91,l25.jpg,l26.jpg,E,F,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.046,2,0,92,25,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,10,1,91,l21.jpg,l24.jpg,A,D,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.196,2,0,92,34,1,91,l22.jpg,l26.jpg,B,F,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.247,2,0,92,37,1,91,l26.jpg,l22.jpg,F,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,22,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.062,2,0,92,29,1,91,l24.jpg,l22.jpg,D,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.247,2,0,92,36,1,91,l26.jpg,l22.jpg,F,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,33,1,91,l25.jpg,l22.jpg,E,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.264,2,0,92,19,1,91,l21.jpg,l26.jpg,A,F,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.167,2,0,92,41,1,91,l26.jpg,l23.jpg,f,c,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,30,1,91,l22.jpg,l25.jpg,B,E,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.236,2,0,92,25,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.154,2,0,92,45,1,91,l26.jpg,l24.jpg,f,d,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.13,2,0,92,24,1,91,l23.jpg,l22.jpg,C,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.147,2,0,92,9,1,91,l23.jpg,l21.jpg,C,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,10,1,91,l21.jpg,l24.jpg,A,D,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.109,2,0,92,31,1,91,l22.jpg,l25.jpg,B,E,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.097,2,0,92,16,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.113,2,0,92,26,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.13,2,0,92,0,1,91,l21.jpg,l22.jpg,A,B,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.215,2,0,92,4,1,91,l25.jpg,l26.jpg,E,F,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.08,2,0,92,36,1,91,l26.jpg,l22.jpg,F,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,17,1,91,l25.jpg,l21.jpg,E,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.013,2,0,92,32,1,91,l25.jpg,l22.jpg,E,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,22,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.229,2,0,92,20,1,91,l26.jpg,l21.jpg,F,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.217,2,0,92,12,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.045,2,0,92,38,1,91,l23.jpg,l25.jpg,C,E,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.163,2,0,92,1,1,91,l22.jpg,l21.jpg,B,A,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.129,2,0,92,11,1,91,l21.jpg,l24.jpg,A,D,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.246,2,0,92,27,1,91,l22.jpg,l24.jpg,B,D,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.014,2,0,92,15,1,91,l21.jpg,l25.jpg,A,E,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.331,2,0,92,39,1,91,l25.jpg,l23.jpg,e,c,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,29,1,91,l24.jpg,l22.jpg,D,B,,c,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.025,2,0,92,43,1,91,l25.jpg,l24.jpg,e,d,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.214,2,0,92,23,1,91,l22.jpg,l23.jpg,B,C,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.078,2,0,92,19,1,91,l21.jpg,l26.jpg,A,F,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.198,2,0,92,44,1,91,l24.jpg,l26.jpg,d,f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,40,1,91,l23.jpg,l26.jpg,c,f,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.231,2,0,92,42,1,91,l24.jpg,l25.jpg,d,e,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.049,2,0,92,35,1,91,l22.jpg,l26.jpg,B,F,,m,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.082,2,0,92,2,1,91,l23.jpg,l24.jpg,C,D,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.231,2,0,92,41,1,91,l26.jpg,l23.jpg,f,c,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.146,2,0,92,13,1,91,l24.jpg,l21.jpg,D,A,m,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.146,2,0,92,6,1,91,l21.jpg,l23.jpg,A,C,c,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,111,2019-06-06_22h24.50.811,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,,,,,,,,,,,,,,,,,m,0.23,2,0,92,14,1,91,l21.jpg,l25.jpg,A,E,c,,,,,,,,,,,,,,
