welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.545,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,17,1,179,d,O,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.329,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,18,1,179,d,O,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.346,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,21,1,179,I,L,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.429,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,12,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.396,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,3,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.311,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,22,1,179,I,L,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.346,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,16,1,179,d,O,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.446,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,0,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.347,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,28,1,179,L,I,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.379,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,8,1,179,A,a,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.393,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,10,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.379,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,26,1,179,I,L,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.364,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,24,1,179,L,I,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.397,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,13,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.363,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,2,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.429,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,15,1,179,d,O,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.314,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,6,1,179,a,A,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.447,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,11,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.347,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,1,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.463,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,9,1,179,a,A,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.431,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,23,1,179,L,I,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.397,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,14,1,179,d,O,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.396,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,9,1,179,a,A,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.347,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,17,1,179,d,O,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.363,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,29,1,179,L,I,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.411,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,0,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.33,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,7,1,179,a,A,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.447,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,2,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.346,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,28,1,179,L,I,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.364,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,4,1,179,a,A,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.379,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,3,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.329,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,5,1,179,a,A,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.295,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,25,1,179,L,I,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.33,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,27,1,179,I,L,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.314,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,26,1,179,I,L,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.347,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,6,1,179,a,A,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.329,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,23,1,179,L,I,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.397,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,14,1,179,d,O,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.347,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,22,1,179,I,L,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.429,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,19,1,179,O,d,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.363,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,15,1,179,d,O,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.346,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,21,1,179,I,L,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.312,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,11,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.381,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,18,1,179,d,O,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.297,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,20,1,179,I,L,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.38,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,13,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.345,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,16,1,179,d,O,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.346,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,12,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,0,0.38,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,1,1,179,A,a,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,1,0.397,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,10,1,179,O,d,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,m,1,0.362,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,6,0,180,24,1,179,L,I,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,c,0,0.38,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,space,0.893,space,0.507,m,0.214,2,0,92,23,1,91,a,O,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,39,1,91,I,O,e,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.112,2,0,92,34,1,91,a,L,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.045,2,0,92,40,1,91,O,L,c,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.296,2,0,92,38,1,91,O,I,C,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.014,2,0,92,16,1,91,I,A,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.112,2,0,92,41,1,91,L,O,f,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.145,2,0,92,35,1,91,a,L,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.013,2,0,92,6,1,91,A,O,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.097,2,0,92,24,1,91,O,a,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.147,2,0,92,7,1,91,A,O,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.129,2,0,92,27,1,91,a,d,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.146,2,0,92,18,1,91,A,L,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.061,2,0,92,11,1,91,A,d,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.047,2,0,92,17,1,91,I,A,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.03,2,0,92,3,1,91,d,O,D,C,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.164,2,0,92,4,1,91,I,L,E,F,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.129,2,0,92,26,1,91,a,d,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.078,2,0,92,19,1,91,A,L,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.048,2,0,92,9,1,91,O,A,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.012,2,0,92,32,1,91,I,a,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.145,2,0,92,25,1,91,O,a,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.13,2,0,92,10,1,91,A,d,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.095,2,0,92,14,1,91,A,I,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.014,2,0,92,44,1,91,d,L,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-23_20h20.01.183,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,6,0,1,5,hiragana1.xlsx,hiragana11.xlsx,,,,,,,,,,,,,,,,,m,0.081,2,0,92,1,1,91,a,A,B,A,,,,
