welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.493,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,16,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.493,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,27,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.41,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,19,1,179,o,b,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.443,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,3,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.427,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,26,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.393,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,6,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.626,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,9,1,179,J,s,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.477,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,0,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.593,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,13,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.427,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,28,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.576,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,15,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.526,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,23,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.56,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,10,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.41,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,21,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.51,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,2,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.592,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,12,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.492,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,10,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.543,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,5,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.493,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,7,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.393,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,2,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.542,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,18,1,179,b,o,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.51,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,17,1,179,b,o,c,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.509,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,22,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.375,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,28,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.526,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,0,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.459,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,15,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.424,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,1,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.591,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,26,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.492,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,13,1,179,o,b,c,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.412,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,14,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.46,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,27,1,179,V,W,m,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.426,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,29,1,179,W,V,c,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.376,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,21,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.378,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,20,1,179,V,W,c,,,c,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.476,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,8,1,179,s,J,m,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.426,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,24,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.425,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,19,1,179,o,b,m,,c,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.41,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,6,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.377,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,23,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.509,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,3,1,179,s,J,c,c,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.526,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,16,1,179,b,o,m,,m,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,0,0.426,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,25,1,179,W,V,m,,,m,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,1,0.513,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,4,1,179,J,s,m,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,m,0,0.394,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,6,0,180,9,1,179,J,s,c,m,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,c,1,0.461,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,space,0.659,space,0.558,m,0.21,2,0,92,31,1,91,J,V,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.226,2,0,92,8,1,91,o,s,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,20,1,91,W,s,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,16,1,91,V,s,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.193,2,0,92,42,1,91,b,V,d,e,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.196,2,0,92,27,1,91,J,b,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.193,2,0,92,36,1,91,W,J,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.109,2,0,92,19,1,91,s,W,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.226,2,0,92,15,1,91,s,V,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.21,2,0,92,1,1,91,J,s,B,A,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.175,2,0,92,30,1,91,J,V,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.093,2,0,92,21,1,91,W,s,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.308,2,0,92,41,1,91,W,o,f,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.244,2,0,92,2,1,91,o,b,C,D,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.171,2,0,92,29,1,91,b,J,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.126,2,0,92,37,1,91,W,J,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.227,2,0,92,43,1,91,V,b,e,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.243,2,0,92,6,1,91,s,o,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.024,2,0,92,26,1,91,J,b,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.176,2,0,92,23,1,91,J,o,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.21,2,0,92,13,1,91,b,s,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.158,2,0,92,5,1,91,W,V,F,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.19,2,0,92,44,1,91,b,W,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.112,2,0,92,33,1,91,V,J,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.176,2,0,92,35,1,91,J,W,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_21h12.19.528,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.006,2,0,92,22,1,91,J,o,B,C,,m,,
