text.started,text.stopped,welc_resp.keys,welc_resp.rt,welc_resp.started,welc_resp.stopped,instr1.started,instr1.stopped,intr0_resp.keys,intr0_resp.rt,intr0_resp.started,intr0_resp.stopped,participant,,date,expName,psychopyVersion,frameRate,
28.056999942520633,None,space,2.5363524676067755,28.056999942520633,None,,,,,,,,,2019_May_27_1745,Probabilistic Learning,3.1.0,60.00800676374606,
,,,,,,30.60846416116692,None,space,1.1839377281721681,30.60846416116692,None,,,2019_May_27_1745,Probabilistic Learning,3.1.0,60.00800676374606,
