welc_resp.keys,welc_resp.rt,intr0_resp.keys,intr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,Participant ID*,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,letterset3,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,check_resp.keys,check_resp.rt,learnt_resp.keys,learnt_resp.rt,checks.thisRepN,checks.thisTrialN,checks.thisN,checks.thisIndex,checks.ran,checks.order,question,learnt_letters,numbers,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.697,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,9,1,179,l22.jpg,l21.jpg,c,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.913,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,5,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.73,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,27,1,179,l25.jpg,l26.jpg,m,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.481,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,14,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.563,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,22,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.546,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,21,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.995,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,7,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.829,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,15,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,1.095,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,17,1,179,l24.jpg,l23.jpg,c,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,1.012,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,20,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,1.012,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,19,1,179,l23.jpg,l24.jpg,m,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.812,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,3,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,1.294,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,12,1,179,l23.jpg,l24.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,1.229,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,0,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.512,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,2,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,,0,,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,25,1,179,l26.jpg,l25.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.813,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,1,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.946,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,18,1,179,l24.jpg,l23.jpg,c,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.795,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,11,1,179,l23.jpg,l24.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.528,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,6,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.795,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,16,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.714,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,28,1,179,l26.jpg,l25.jpg,c,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.746,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,24,1,179,l26.jpg,l25.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.631,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,29,1,179,l26.jpg,l25.jpg,c,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.864,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,4,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.846,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,26,1,179,l25.jpg,l26.jpg,m,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.779,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,19,1,179,l23.jpg,l24.jpg,m,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.697,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,26,1,179,l25.jpg,l26.jpg,m,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.963,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,0,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.496,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,1,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.913,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,29,1,179,l26.jpg,l25.jpg,c,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.547,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,28,1,179,l26.jpg,l25.jpg,c,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.93,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,13,1,179,l23.jpg,l24.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.446,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,2,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.795,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,25,1,179,l26.jpg,l25.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,1.195,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,17,1,179,l24.jpg,l23.jpg,c,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.746,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,3,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.845,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,15,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.728,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,9,1,179,l22.jpg,l21.jpg,c,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.578,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,6,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.63,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,18,1,179,l24.jpg,l23.jpg,c,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.444,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,14,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.564,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,16,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.93,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,7,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.746,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,11,1,179,l23.jpg,l24.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.714,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,20,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.412,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,21,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.362,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,24,1,179,l26.jpg,l25.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.663,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,23,1,179,l26.jpg,l25.jpg,m,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.662,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,22,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.946,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,8,1,179,l21.jpg,l22.jpg,m,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,0.962,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,10,1,179,l23.jpg,l24.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.695,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,27,1,179,l25.jpg,l26.jpg,m,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.729,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,4,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,1,0.796,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,5,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,1,1.096,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,12,1,179,l23.jpg,l24.jpg,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.697,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,21,1,179,l25.jpg,l26.jpg,c,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.595,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,15,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,m,0,0.729,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,2,1,179,l21.jpg,l22.jpg,c,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.595,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,4,1,179,l22.jpg,l21.jpg,m,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0104,2019-06-11_16h22.58.478,Probabilistic Learning,3.1.0,60,,,,,c,0,0.695,1,0,3,2,1,2,hiragana3.xlsx,hiragana31.xlsx,hiragana32.xlsx,6,0,180,14,1,179,l24.jpg,l23.jpg,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
