welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.48,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,15,1,179,F,Y,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.427,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,2,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,0,0.414,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,8,1,179,p,H,m,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.547,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,17,1,179,F,Y,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.365,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,13,1,179,Y,F,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.397,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,3,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.395,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,23,1,179,C,l,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.398,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,25,1,179,C,l,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.516,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,5,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,0,0.562,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,26,1,179,l,C,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.363,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,10,1,179,Y,F,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.447,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,22,1,179,l,C,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.397,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,6,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.563,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,24,1,179,C,l,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.545,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,9,1,179,H,p,c,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.647,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,29,1,179,C,l,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.429,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,0,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.545,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,16,1,179,F,Y,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.464,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,4,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.529,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,19,1,179,Y,F,m,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.381,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,11,1,179,Y,F,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.396,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,18,1,179,F,Y,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.545,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,28,1,179,C,l,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.397,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,1,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.397,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,7,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.446,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,20,1,179,l,C,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,0,0.43,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,27,1,179,l,C,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.429,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,5,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.531,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,10,1,179,Y,F,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.381,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,12,1,179,Y,F,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.331,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,18,1,179,F,Y,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.414,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,23,1,179,C,l,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.396,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,28,1,179,C,l,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,0,0.363,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,27,1,179,l,C,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.396,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,20,1,179,l,C,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.462,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,1,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.395,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,19,1,179,Y,F,m,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.514,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,24,1,179,C,l,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.363,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,9,1,179,H,p,c,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,0,0.395,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,8,1,179,p,H,m,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.614,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,21,1,179,l,C,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.515,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,0,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.445,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,4,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.513,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,29,1,179,C,l,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.463,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,16,1,179,F,Y,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.429,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,15,1,179,F,Y,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.396,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,22,1,179,l,C,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.447,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,25,1,179,C,l,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.396,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,2,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.414,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,3,1,179,p,H,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.379,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,14,1,179,F,Y,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,0,0.396,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,17,1,179,F,Y,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,0,0.498,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,26,1,179,l,C,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.347,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,6,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,m,1,0.397,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,7,1,179,H,p,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h59.18.156,Probabilistic Learning,3.1.0,60,,,,,c,1,0.414,1,0,6,5,1,5,hiragana6.xlsx,hiragana61.xlsx,6,0,180,13,1,179,Y,F,c,,c,
