letter10,letter20,corrAns0,letterset,letterset2,letterset3,letter1,letter2,corrAns,letterA,letterC,letterE,letter3,letter4,letterA2,letterB2,pickA,avoidB,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,text.started,text.stopped,welc_resp.keys,welc_resp.rt,welc_resp.started,welc_resp.stopped,instr1.started,instr1.stopped,intr0_resp.keys,intr0_resp.rt,intr0_resp.started,intr0_resp.stopped,fixation0.started,fixation0.stopped,letter0_1.started,letter0_1.stopped,letter0_2.started,letter0_2.stopped,prep_resp.keys,prep_resp.corr,prep_resp.rt,prep_resp.started,prep_resp.stopped,prep_feedb.started,prep_feedb.stopped,prep_outro.started,prep_outro.stopped,outro_resp.keys,outro_resp.rt,outro_resp.started,outro_resp.stopped,pract_intr.started,pract_intr.stopped,instr1_resp.keys,instr1_resp.rt,instr1_resp.started,instr1_resp.stopped,resp1,resp2,resp3,response1,response2,response3,Corr1,Corr2,Corr3,jitter,myCount1,myCount2,myCount3,myCount,fixation1.started,fixation1.stopped,letter1_1.started,letter1_1.stopped,letter1_2.started,letter1_2.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,blank_feed.started,blank_feed.stopped,feedb.started,feedb.stopped,instr2.started,instr2.stopped,instr2_resp.keys,instr2_resp.rt,instr2_resp.started,instr2_resp.stopped,instr3.started,instr3.stopped,instr3_resp.keys,instr3_resp.rt,instr3_resp.started,instr3_resp.stopped,posLB,negLB,fixation2.started,fixation2.stopped,letter2_1.started,letter2_1.stopped,letter2_2.started,letter2_2.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,check.started,check.stopped,check_resp.keys,check_resp.rt,check_resp.started,check_resp.stopped,participant,,date,expName,psychopyVersion,frameRate,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,V,W,c,None,None,c,,,,,,,,,,,0,0,0,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,23,0,0,1,73.92432372504845,74.42465678195003,74.4411228277022,None,74.4411228277022,None,c,1,0.36713698331732303,74.4411228277022,None,74.82446823792998,75.17444586311467,75.19134503661189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,s,J,m,c,None,None,,,,,,,,,,,0,0,0,1,0,23,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,24,0,0,1,75.7746328675421,76.4746471340768,76.49119221023284,None,76.49119221023284,None,m,1,0.38363022776320577,76.49119221023284,None,76.8912946418859,77.24150884523988,77.25813038577326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,m,m,None,None,,,,,,,,,,,0,0,0,1,0,24,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,25,0,0,1,77.84165325539652,78.4412254645722,78.45806664833799,None,78.45806664833799,None,m,1,0.4172966864425689,78.45806664833799,None,78.8913690536283,79.2413492447231,79.25816784834024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,c,None,c,None,,,,,,,,,,,0,0,0,1,0,25,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,26,0,0,1,79.8425148925744,80.54150535550434,80.55814280488994,None,80.55814280488994,None,c,1,0.46845402067992836,80.55814280488994,None,81.04126980376896,81.39222401950974,81.40817841992248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,m,None,None,m,,,,,,,,,,,0,0,0,1,0,26,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,27,0,0,1,81.99130203179084,82.59145619242918,82.60819268645719,None,82.60819268645719,None,m,1,0.4681327670114115,82.60819268645719,None,83.09159731830005,83.441673474852,83.45924543368164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,m,None,None,m,,,,,,,,,,,0,0,0,1,0,27,27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,28,0,0,1,84.04162236163393,84.6416010131361,84.65845553972758,None,84.65845553972758,None,m,1,0.38415726856328547,84.65845553972758,None,85.05819514975883,85.40850429225247,85.42496777197812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,c,None,c,None,,,,,,,,,,,0,0,0,1,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,29,0,0,1,86.00877648545429,86.50867744081188,86.52501570340246,None,86.52501570340246,None,c,1,0.4671669533709064,86.52501570340246,None,87.00878367002588,87.3586360780755,87.37520168151241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,m,m,None,None,,,,,,,,,,,0,0,0,1,0,29,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.4,30,0,0,1,87.9585418573115,88.35851342696697,88.37524838140234,None,88.37524838140234,None,m,1,0.41718173306435347,88.37524838140234,None,88.8085892755771,89.15860333689488,89.17520024464466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,s,J,c,c,None,None,,,,,,,,,,,0,0,0,1,1,0,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.4,31,0,0,1,89.75887860916555,90.15864079934545,90.1752715773182,None,90.1752715773182,None,m,0,0.36683830979745835,90.1752715773182,None,90.55946733476594,90.90892972238362,90.92536600329913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,m,m,None,None,,,,,,,,,,,0,0,0,1,1,1,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.3,32,0,0,1,91.50881856656633,91.8086354623083,91.82554797863122,None,91.82554797863122,None,m,1,0.4678217770997435,91.82554797863122,None,92.31004364113323,92.65888045669999,92.67546761385165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,m,None,None,m,,,,,,,,,,,0,0,0,1,1,2,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.8,33,0,0,1,93.25894737592898,94.05910759221297,94.0757332383655,None,94.0757332383655,None,m,1,0.4665629349183291,94.0757332383655,None,94.5588345779106,94.90888148301747,94.9254778776085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,b,o,m,None,m,None,,,,,,,,,,,0,0,0,1,1,3,33,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,34,0,0,1,95.50910441041924,96.10868637019303,96.12555372633506,None,96.12555372633506,None,m,1,0.4350903411395848,96.12555372633506,None,96.57559724431485,96.92553740704898,96.94230417895596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,V,W,c,None,None,c,,,,,,,,,,,0,0,0,1,1,4,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,35,0,0,1,97.52571260824334,98.02690473641269,98.0428770983126,None,98.0428770983126,None,m,0,0.46656036900822073,98.0428770983126,None,98.52556224516593,98.87570511584636,98.8924067132175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,m,None,c,None,,,,,,,,,,,0,0,0,1,1,5,35,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.8,36,0,0,1,99.47588236979209,100.27576136088464,100.29248245933559,None,100.29248245933559,None,c,0,0.5006045316113159,100.29248245933559,None,100.80898494110443,101.15907187457196,101.17574268090539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,c,None,c,None,,,,,,,,,,,0,0,0,1,1,6,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,37,0,0,1,101.75909619953018,102.45920181297697,102.47581308986992,None,102.47581308986992,None,c,1,0.4169184692436829,102.47581308986992,None,102.90927355620079,103.25902999867685,103.27569669950753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,c,m,None,None,,,,,,,,,,,0,0,0,1,1,7,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,38,0,0,1,103.85949874157086,104.45929521252401,104.47590648953337,None,104.47590648953337,None,m,0,0.4674338095355779,104.47590648953337,None,104.95926544780377,105.30930362874642,105.32605089969002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,V,W,m,None,None,c,,,,,,,,,,,0,0,0,1,1,8,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.3,39,0,0,1,105.90933821746148,106.20948406448588,106.22602452198043,None,106.22602452198043,None,c,0,0.48554050677921623,106.22602452198043,None,106.72602195607033,107.07684479642194,107.09271657420322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,c,None,c,None,,,,,,,,,,,0,0,0,1,1,9,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.4,40,0,0,1,107.67607317189686,108.07615661574528,108.09275249706116,None,108.09275249706116,None,c,1,0.4006643689936027,108.09275249706116,None,108.50943387509324,108.85939507826697,108.87621676095296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,V,W,c,None,None,c,,,,,,,,,,,0,0,0,1,1,10,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,41,0,0,1,109.45956001593731,109.95960363664199,109.97643917519599,None,109.97643917519599,None,c,1,0.36783902009483427,109.97643917519599,None,110.35945820005145,110.70957849058323,110.7264453334501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,V,W,m,None,None,c,,,,,,,,,,,0,0,0,1,1,11,41,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,42,0,0,1,111.30960743420292,112.0100671449909,112.02638334070798,None,112.02638334070798,None,c,0,0.3343480705516413,112.02638334070798,None,112.37987320229877,112.7264489257941,112.74299040960614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,V,W,c,None,None,c,,,,,,,,,,,0,0,0,1,1,12,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.4,43,0,0,1,113.3263670214219,113.72644738620147,113.74320081528276,None,113.74320081528276,None,c,1,0.3502706536091864,113.74320081528276,None,114.10975122847594,114.4596636792412,114.4772484676214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,s,J,c,c,None,None,,,,,,,,,,,0,0,0,1,1,13,43,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,44,0,0,1,115.06175819144119,115.55984195962083,115.57652918784879,None,115.57652918784879,None,c,1,0.5002309331903234,115.57652918784879,None,116.09313687251415,116.44310218119062,116.46057304251008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,s,J,m,c,None,None,,,,,,,,,,,0,0,0,1,1,14,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,45,0,0,1,117.04314754670486,117.54330355487764,117.55991688452195,None,117.55991688452195,None,c,0,0.3849855486769229,117.55991688452195,None,117.96148959046695,118.30993638560176,118.32668776193168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,c,None,c,None,,,,,,,,,,,0,0,0,1,1,15,45,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.8,46,0,0,1,118.91111332341097,119.70996594498865,119.72679840459023,None,119.72679840459023,None,c,1,0.4169569582445547,119.72679840459023,None,120.16013673285488,120.51007586915512,120.52730296785012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,b,o,m,None,m,None,,,,,,,,,,,0,0,0,1,1,16,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,47,0,0,1,121.11003348010127,121.61003912519664,121.62677921145223,None,121.62677921145223,None,m,1,0.6016418832587078,121.62677921145223,None,122.24351129203569,122.59340834722389,122.61006991623435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,b,o,c,None,m,None,,,,,,,,,,,0,0,0,1,1,17,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,48,0,0,1,123.19351734768134,123.69349938619416,123.710217918735,None,123.710217918735,None,m,0,0.4356225135270506,123.710217918735,None,124.1611574573908,124.51017645339016,124.5273491544649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,b,o,c,None,m,None,,,,,,,,,,,0,0,0,1,1,18,48,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,49,0,0,1,125.11020488385111,125.71030721289571,125.727057049633,None,125.727057049633,None,m,0,0.3833402784075588,125.727057049633,None,126.1270096313674,126.47703652223572,126.49373760656454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,m,m,None,None,,,,,,,,,,,0,0,0,1,1,19,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,50,0,0,1,127.07818061637226,127.57704442529939,127.59374089096673,None,127.59374089096673,None,m,1,0.5001914178719744,127.59374089096673,None,128.11041682912037,128.4606002413202,128.47712222416885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,m,m,None,None,,,,,,,,,,,0,0,0,1,1,20,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.5,51,0,0,1,129.06045008345973,129.5606450936757,129.57714911503717,None,129.57714911503717,None,m,1,0.38366101891733706,129.57714911503717,None,129.97710785502568,130.32747652684338,130.34382556646597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,c,None,None,m,,,,,,,,,,,0,0,0,1,1,21,51,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.6,52,0,0,1,130.92733304039575,131.5272331746528,131.54391527106054,None,131.54391527106054,None,m,0,0.3835034711519256,131.54391527106054,None,131.94389248569496,132.2942929751007,132.3104131341679,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,c,None,None,m,,,,,,,,,,,0,0,0,1,1,22,52,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.3,53,0,0,1,132.89408226136584,133.19406594219618,133.21075111767277,None,133.21075111767277,None,m,0,0.3836933495476842,133.21075111767277,None,133.61099724110682,133.96077318466268,133.97741525259335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,J,s,m,m,None,None,,,,,,,,,,,0,0,0,1,1,23,53,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,54,0,0,1,134.56074311200064,135.26083948812447,135.27745846274775,None,135.27745846274775,None,c,0,0.3670276750344783,135.27745846274775,None,135.66079053026624,136.01151689200196,136.0274553836789,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,s,J,c,c,None,None,,,,,,,,,,,0,0,0,1,1,24,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,55,0,0,1,136.61068625107873,137.31088731694035,137.3279209448956,None,137.3279209448956,None,c,1,0.40011628763750196,137.3279209448956,None,137.7442938988097,138.0942325219512,138.1108848536387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
