letter10,letter20,corrAns0,letterset,letterset2,letterset3,letter1,letter2,corrAns,letterA,letterC,letterE,letter3,letter4,letterA2,letterB2,pickA,avoidB,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,text.started,text.stopped,welc_resp.keys,welc_resp.rt,welc_resp.started,welc_resp.stopped,instr1.started,instr1.stopped,intr0_resp.keys,intr0_resp.rt,intr0_resp.started,intr0_resp.stopped,fixation0.started,fixation0.stopped,letter0_1.started,letter0_1.stopped,letter0_2.started,letter0_2.stopped,prep_resp.keys,prep_resp.corr,prep_resp.rt,prep_resp.started,prep_resp.stopped,prep_feedb.started,prep_feedb.stopped,prep_outro.started,prep_outro.stopped,outro_resp.keys,outro_resp.rt,outro_resp.started,outro_resp.stopped,pract_intr.started,pract_intr.stopped,instr1_resp.keys,instr1_resp.rt,instr1_resp.started,instr1_resp.stopped,resp1,resp2,resp3,response1,response2,response3,Corr1,Corr2,Corr3,jitter,myCount1,myCount2,myCount3,myCount,fixation1.started,fixation1.stopped,letter1_1.started,letter1_1.stopped,letter1_2.started,letter1_2.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,blank_feed.started,blank_feed.stopped,feedb.started,feedb.stopped,instr2.started,instr2.stopped,instr2_resp.keys,instr2_resp.rt,instr2_resp.started,instr2_resp.stopped,instr3.started,instr3.stopped,instr3_resp.keys,instr3_resp.rt,instr3_resp.started,instr3_resp.stopped,posLB,negLB,fixation2.started,fixation2.stopped,letter2_1.started,letter2_1.stopped,letter2_2.started,letter2_2.stopped,test_resp.keys,test_resp.rt,test_resp.started,test_resp.stopped,check.started,check.stopped,check_resp.keys,check_resp.rt,check_resp.started,check_resp.stopped,participant,,date,expName,psychopyVersion,frameRate,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,m,None,None,m,,,,,,,,,,,0,0,0,1,1,25,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.4,56,0,0,1,138.69415267033037,139.09427922172472,139.11093411932234,None,139.11093411932234,None,m,1,0.33400423685088754,139.11093411932234,None,139.46111496561207,139.81172586081084,139.82790298340842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,b,o,m,None,m,None,,,,,,,,,,,0,0,0,1,1,26,56,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.8,57,0,0,1,140.41122981638182,141.21112420293503,141.2276990438113,None,141.2276990438113,None,m,1,0.45102318772114813,141.2276990438113,None,141.69437590567395,142.04617482353933,142.0622883111937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,W,V,m,None,None,m,,,,,,,,,,,0,0,0,1,1,27,57,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,58,0,0,1,142.64448049280327,143.34457225026563,143.3610814033309,None,143.3610814033309,None,m,1,0.3838334489846602,143.3610814033309,None,143.76126645784825,144.1113302980084,144.12784560932778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,s,J,c,c,None,None,,,,,,,,,,,0,0,0,1,1,28,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,59,0,0,1,144.71118065330666,145.411196459434,145.4278682920849,None,145.4278682920849,None,m,0,0.35029990517068654,145.4278682920849,None,145.79446437873412,146.14459544618148,146.161515147076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,o,b,c,None,c,None,,,,,,,,,,,0,0,0,1,1,29,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[],[],[],0.7,60,0,0,1,146.7446136128856,147.44466790789738,147.4620859111892,None,147.4620859111892,None,c,1,0.4161476658191532,147.4620859111892,None,147.89468627981842,148.24498567183036,148.2618129994953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,J,E,B,None,c,,,,,0,0,0,1,,,,,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,148.8447159419302,None,space,1.2671762933023274,148.8447159419302,None,150.12818739039358,None,space,0.667048818198964,150.12818739039358,None,0,0,150.82919466937892,151.39522358425893,151.39522358425893,None,151.39522358425893,None,m,0.2833831806201488,151.39522358425893,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,s,E,A,m,None,,,,,0,0,0,1,,,,,0,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,151.69489114324097,152.67802686616778,152.6946986989351,None,152.6946986989351,None,m,0.18464900215622038,152.6946986989351,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,J,C,B,None,c,,,,,0,0,0,1,,,,,0,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,152.89718395005912,153.8115606153151,153.8283299531322,None,153.8283299531322,None,m,0.1849830854916945,153.8283299531322,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,W,E,F,None,None,,,,,0,0,0,1,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,154.03083059971686,154.97839646181092,154.99504314851947,None,154.99504314851947,None,m,0.03485499450471252,154.99504314851947,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,s,F,A,m,None,,,,,0,0,0,1,,,,,0,4,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,155.04655611980706,155.7950206710957,155.81206866819412,None,155.81206866819412,None,m,0.05078116978984326,155.81206866819412,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,J,E,B,None,c,,,,,0,0,0,1,,,,,0,5,5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,155.87948882684577,156.62851531547494,156.64508964307606,None,156.64508964307606,None,m,0.2003724694950506,156.64508964307606,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,V,A,E,c,None,,,,,0,0,0,1,,,,,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,156.91748348565307,157.52851972880308,157.54492624499835,None,157.54492624499835,None,m,0.18467568780761212,157.54492624499835,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,o,e,c,None,None,,,,,0,0,0,1,,,,,0,7,7,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,157.74629891163204,158.42852208949625,158.445152867469,None,158.445152867469,None,m,0.15014656563289464,158.445152867469,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,b,A,D,c,None,,,,,0,0,0,1,,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,158.61200872820336,159.5287922299467,159.5287922299467,None,159.5287922299467,None,m,0.116853705374524,159.5287922299467,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,b,C,D,None,None,,,,,0,0,0,1,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,159.66197136836126,160.61193739552982,160.62871956301387,None,160.62871956301387,None,m,0.01692431967239827,160.62871956301387,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,s,F,A,m,None,,,,,0,0,0,1,,,,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,160.66237319202628,161.49566102295648,161.51206394692417,None,161.51206394692417,None,m,0.03463791741523892,161.51206394692417,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,V,B,E,None,m,,,,,0,0,0,1,,,,,0,11,11,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,161.56364003987983,162.47864330373704,162.4954767896561,None,162.4954767896561,None,m,0.267051589442417,162.4954767896561,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,b,B,D,None,m,,,,,0,0,0,1,,,,,0,12,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,162.77904061134905,163.3454277291894,163.3623633388197,None,163.3623633388197,None,m,0.23377155885100365,163.3623633388197,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,o,A,C,c,None,,,,,0,0,0,1,,,,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,163.61261890491005,164.22886448632926,164.24542957660742,None,164.24542957660742,None,m,0.20108990173321217,164.24542957660742,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,b,e,d,None,None,,,,,0,0,0,1,,,,,0,14,14,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,164.4633370556403,165.0786655759439,165.0971735836938,None,165.0971735836938,None,m,0.13230723759625107,165.0971735836938,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,W,c,f,None,None,,,,,0,0,0,1,,,,,0,15,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,165.2471456663916,165.862222726224,165.87898898497224,None,165.87898898497224,None,m,0.1677724088076502,165.87898898497224,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,V,s,E,A,m,None,,,,,0,0,0,1,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,166.06459097121842,166.81224930926692,166.81224930926692,None,166.81224930926692,None,m,0.05061849020421505,166.81224930926692,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,V,C,E,None,None,,,,,0,0,0,1,,,,,0,17,17,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,166.87954989587888,167.86271333089098,167.87903927708976,None,167.87903927708976,None,m,0.35120362357702106,167.87903927708976,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,s,C,A,m,None,,,,,0,0,0,1,,,,,0,18,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,168.2469506561756,169.24563382414635,169.24563382414635,None,169.24563382414635,None,m,0.03404364944435656,169.24563382414635,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,J,D,B,None,c,,,,,0,0,0,1,,,,,0,19,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,169.29659460869152,169.94556238886435,169.94556238886435,None,169.94556238886435,None,m,0.2350524680223316,169.94556238886435,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,o,f,c,None,None,,,,,0,0,0,1,,,,,0,20,20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,170.1974334603874,171.02983091585338,171.02983091585338,None,171.02983091585338,None,m,0.08327140903566033,171.02983091585338,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,o,A,C,c,None,,,,,0,0,0,1,,,,,0,21,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,171.12947240495123,171.9292051383527,171.94599243765697,None,171.94599243765697,None,m,0.06788818328641355,171.94599243765697,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,J,D,B,None,c,,,,,0,0,0,1,,,,,0,22,22,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,172.0314731070539,172.71265811217017,172.72930736478884,None,172.72930736478884,None,m,0.16698672296479344,172.72930736478884,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,V,d,e,None,None,,,,,0,0,0,1,,,,,0,23,23,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,172.91257282090373,173.7965504747117,173.8132649018662,None,173.8132649018662,None,m,0.0004439047770574689,173.8132649018662,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,s,C,A,m,None,,,,,0,0,0,1,,,,,0,24,24,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,173.83055460895412,174.3795026828302,174.3795026828302,None,174.3795026828302,None,m,0.25038026995025575,174.3795026828302,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,o,B,C,None,m,,,,,0,0,0,1,,,,,0,25,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,174.64695506962016,175.57948410557583,175.59601532574743,None,175.59601532574743,None,m,0.18370371591299772,175.59601532574743,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,V,F,E,None,None,,,,,0,0,0,1,,,,,0,26,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,175.79628772416618,176.67942683422007,176.67942683422007,None,176.67942683422007,None,m,0.6339217167114839,176.67942683422007,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,W,B,F,None,m,,,,,0,0,0,1,,,,,0,27,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,177.33016099629458,178.31289335608017,178.32959905895405,None,178.32959905895405,None,m,0.06755769229494035,178.32959905895405,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,s,D,A,m,None,,,,,0,0,0,1,,,,,0,28,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,178.4142781337723,178.9294848240679,178.94615460408386,None,178.94615460408386,None,m,0.317698304890655,178.94615460408386,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,o,B,C,None,m,,,,,0,0,0,1,,,,,0,29,29,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,179.28232448047493,180.1304607988568,180.14660661714152,None,180.14660661714152,None,m,0.1834409652510658,180.14660661714152,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,W,A,F,c,None,,,,,0,0,0,1,,,,,0,30,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,180.3467999851564,181.2463107148651,181.26294508506544,None,181.26294508506544,None,m,0.08447688003070652,181.26294508506544,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,s,B,A,None,None,,,,,0,0,0,1,,,,,0,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,181.36451460933313,182.19788198394235,182.19788198394235,None,182.19788198394235,None,m,0.16770261561032385,182.19788198394235,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,b,A,D,c,None,,,,,0,0,0,1,,,,,0,32,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,182.3896427002037,183.34772217820864,183.3656056401087,None,183.3656056401087,None,m,0.1987903208937496,183.3656056401087,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,J,F,B,None,c,,,,,0,0,0,1,,,,,0,33,33,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,183.58743538998533,184.39749801903963,184.41443516826257,None,184.41443516826257,None,m,0.23337691987399012,184.41443516826257,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,b,B,D,None,m,,,,,0,0,0,1,,,,,0,34,34,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,184.6709741683444,185.23011563078035,185.24828083103057,None,185.24828083103057,None,m,0.24987632245756686,185.24828083103057,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,b,s,D,A,m,None,,,,,0,0,0,1,,,,,0,35,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,185.52575930813327,186.04781239607837,186.04781239607837,None,186.04781239607837,None,m,0.26733999920543283,186.04781239607837,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,J,A,B,None,None,,,,,0,0,0,1,,,,,0,36,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,186.33919099497143,187.2146605590824,187.23067962075584,None,187.23067962075584,None,m,0.2172352069756016,187.23067962075584,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,s,V,A,E,c,None,,,,,0,0,0,1,,,,,0,37,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,187.46662195108365,188.3635231363587,188.3805988455424,None,188.3805988455424,None,m,0.0005485943984240294,188.3805988455424,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,o,J,C,B,None,c,,,,,0,0,0,1,,,,,0,38,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,188.4024651341606,189.2471579828998,189.2471579828998,None,189.2471579828998,None,m,0.11655605828855187,189.2471579828998,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,J,W,B,F,None,m,,,,,0,0,0,1,,,,,0,39,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,189.38075280096382,190.08126947528217,190.09808346023783,None,190.09808346023783,None,m,0.2158301071031019,190.09808346023783,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
,,,hiragana2.xlsx,hiragana21.xlsx,hiragana22.xlsx,,,,,,,W,J,F,B,None,c,,,,,0,0,0,1,,,,,0,40,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,190.33183089946397,190.94623773999047,190.94623773999047,None,190.94623773999047,None,m,0.23385058937128633,190.94623773999047,None,,,,,,,,,2019_May_27_1746,Probabilistic Learning,3.1.0,59.952803593185514,
