welc_resp.keys,welc_resp.rt,instr0_resp.keys,instr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.496,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,11,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.511,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,26,1,179,T,q,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.463,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,13,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.546,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,4,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.563,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,17,1,179,e,f,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.48,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,10,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.381,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,7,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.48,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,23,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.463,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,18,1,179,e,f,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.496,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,15,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.43,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,2,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.379,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,16,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.563,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,25,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.412,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,22,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.694,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,5,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.597,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,9,1,179,t,P,c,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.512,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,24,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.529,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,28,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.547,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,8,1,179,P,t,m,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.479,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,21,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.478,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,11,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.481,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,22,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.513,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,27,1,179,T,q,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.429,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,0,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.529,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,24,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.497,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,8,1,179,P,t,m,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.547,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,26,1,179,T,q,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.445,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,3,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.563,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,5,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.43,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,2,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.628,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,19,1,179,f,e,m,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.429,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,7,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.513,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,21,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.446,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,29,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.496,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,17,1,179,e,f,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.464,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,18,1,179,e,f,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.513,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,10,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.463,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,20,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.412,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,13,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.529,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,9,1,179,t,P,c,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.662,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,28,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.579,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,25,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.464,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,23,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.529,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,1,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.63,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,4,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.412,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,6,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.478,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,14,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.58,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,15,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.512,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,12,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.481,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,16,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.547,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,12,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.512,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,19,1,179,f,e,m,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.444,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,17,1,179,e,f,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.547,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,1,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.63,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,25,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.58,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,15,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.463,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,3,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.662,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,7,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.514,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,11,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.446,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,0,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.614,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,8,1,179,P,t,m,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.546,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,28,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.497,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,22,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.513,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,16,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.447,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,4,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.512,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,14,1,179,e,f,m,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.397,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,5,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.531,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,13,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.564,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,29,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.463,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,23,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.78,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,18,1,179,e,f,c,,m,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.897,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,9,1,179,t,P,c,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.665,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,21,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.647,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,2,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.415,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,27,1,179,T,q,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.481,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,20,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.412,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,6,1,179,t,P,m,m,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.496,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,10,1,179,f,e,c,,c,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.464,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,24,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.447,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,26,1,179,T,q,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.447,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,2,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.447,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,8,1,179,P,t,m,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.462,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,28,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.347,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,26,1,179,T,q,m,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,0,0.347,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,21,1,179,T,q,c,,,c
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.462,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,1,1,179,P,t,c,c,,
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,1,0.43,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,29,1,179,q,T,c,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,c,0,0.413,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,24,1,179,q,T,m,,,m
,,,,,,,,,,,,,,,,,,2019-05-23_16h51.08.880,Probabilistic Learning,3.1.0,60,,,,,m,1,0.647,1,0,6,2,1,5,hiragana3.xlsx,hiragana31.xlsx,6,0,180,15,1,179,e,f,m,,m,
